filename,status,reason,local_size,integrity_check
MYD11A1.A2024041.h29v08.061.2024044043733.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",623869,PASS (Structure Only)
MYD11A1.A2024034.h28v08.061.2024040002944.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",726439,PASS (Structure Only)
MYD11A1.A2024043.h27v08.061.2024045025105.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1098007,PASS (Structure Only)
MYD11A1.A2024043.h28v08.061.2024045025148.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",503876,PASS (Structure Only)
MYD11A1.A2024042.h29v08.061.2024044062310.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",340019,PASS (Structure Only)
MYD11A1.A2024040.h29v08.061.2024041201234.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",545694,PASS (Structure Only)
MYD11A1.A2024042.h28v08.061.2024044062800.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1452058,PASS (Structure Only)
MYD11A1.A2024038.h27v08.061.2024040103629.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",834324,PASS (Structure Only)
MYD11A1.A2024035.h29v08.061.2024040060510.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",594449,PASS (Structure Only)
MYD11A1.A2024044.h29v08.061.2024045224717.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",779442,PASS (Structure Only)
MYD11A1.A2024045.h28v08.061.2024046202538.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",745231,PASS (Structure Only)
MYD11A1.A2024044.h27v08.061.2024045224433.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",912223,PASS (Structure Only)
MYD11A1.A2024045.h27v08.061.2024046202522.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1002867,PASS (Structure Only)
MYD11A1.A2024044.h28v08.061.2024045224854.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",765534,PASS (Structure Only)
MYD11A1.A2024039.h27v08.061.2024040202439.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",460280,PASS (Structure Only)
MYD11A1.A2024033.h28v08.061.2024039221128.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1134893,PASS (Structure Only)
MYD11A1.A2024046.h28v08.061.2024047211210.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",715237,PASS (Structure Only)
MYD11A1.A2024046.h27v08.061.2024047211151.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",350172,PASS (Structure Only)
MYD11A1.A2024039.h28v08.061.2024040202510.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",981466,PASS (Structure Only)
MYD11A1.A2024048.h27v08.061.2024051050126.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",556010,PASS (Structure Only)
MYD11A1.A2024047.h27v08.061.2024048224506.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",906359,PASS (Structure Only)
MYD11A1.A2024049.h29v08.061.2024051054751.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",882147,PASS (Structure Only)
MYD11A1.A2024039.h29v08.061.2024040202331.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",779630,PASS (Structure Only)
MYD11A1.A2024027.h28v08.061.2024030232609.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1038993,PASS (Structure Only)
MYD11A1.A2024042.h27v08.061.2024044073928.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1317784,PASS (Structure Only)
MYD11A1.A2024032.h28v08.061.2024039044834.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",826309,PASS (Structure Only)
MYD11A1.A2024048.h28v08.061.2024051050449.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",360916,PASS (Structure Only)
MYD11A1.A2024046.h29v08.061.2024047211139.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1686416,PASS (Structure Only)
MYD11A1.A2024043.h29v08.061.2024045025213.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",745118,PASS (Structure Only)
MYD11A1.A2024050.h29v08.061.2024055092425.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",2296075,PASS (Structure Only)
MYD11A1.A2024051.h29v08.061.2024055162703.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1677046,PASS (Structure Only)
MYD11A1.A2024050.h27v08.061.2024055000823.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",444073,PASS (Structure Only)
MYD11A1.A2024049.h28v08.061.2024051054709.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",922912,PASS (Structure Only)
MYD11A1.A2024051.h28v08.061.2024055154926.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",944179,PASS (Structure Only)
MYD11A1.A2024053.h29v08.061.2024056142833.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1970114,PASS (Structure Only)
MYD11A1.A2024052.h28v08.061.2024055232701.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1478241,PASS (Structure Only)
MYD11A1.A2024051.h27v08.061.2024055154738.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",440786,PASS (Structure Only)
MYD11A1.A2024034.h29v08.061.2024040014042.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",674726,PASS (Structure Only)
MYD11A1.A2024018.h28v08.061.2024026045110.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",250974,PASS (Structure Only)
MYD11A1.A2024030.h28v08.061.2024033092117.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1360706,PASS (Structure Only)
MYD11A1.A2024047.h29v08.061.2024048224932.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1305383,PASS (Structure Only)
MYD11A1.A2024049.h27v08.061.2024051054705.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",609994,PASS (Structure Only)
MYD11A1.A2024050.h28v08.061.2024055014122.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",439775,PASS (Structure Only)
MYD11A1.A2024055.h27v08.061.2024061045906.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1209862,PASS (Structure Only)
MYD11A1.A2024054.h29v08.061.2024061035151.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1077220,PASS (Structure Only)
MYD11A1.A2024054.h28v08.061.2024061035444.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1559210,PASS (Structure Only)
MYD11A1.A2024055.h28v08.061.2024061050835.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",690170,PASS (Structure Only)
MYD11A1.A2024057.h28v08.061.2024061085925.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1184128,PASS (Structure Only)
MYD11A1.A2024057.h27v08.061.2024061085933.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1265343,PASS (Structure Only)
MYD11A1.A2024057.h29v08.061.2024061090017.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1155683,PASS (Structure Only)
MYD11A1.A2024058.h27v08.061.2024061110319.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",456395,PASS (Structure Only)
MYD11A1.A2024058.h29v08.061.2024061110303.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1527341,PASS (Structure Only)
MYD11A1.A2024056.h28v08.061.2024061080051.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1391132,PASS (Structure Only)
MYD11A1.A2024055.h29v08.061.2024061050025.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",2122198,PASS (Structure Only)
MYD11A1.A2024058.h28v08.061.2024061110320.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",820137,PASS (Structure Only)
MYD11A1.A2024053.h27v08.061.2024056143220.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",424484,PASS (Structure Only)
MYD11A1.A2024053.h28v08.061.2024056143122.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",829461,PASS (Structure Only)
MYD11A1.A2024047.h28v08.061.2024048224551.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1061770,PASS (Structure Only)
MYD11A1.A2024059.h29v08.061.2024066040113.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",450714,PASS (Structure Only)
MYD11A1.A2024060.h28v08.061.2024066044947.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",339680,PASS (Structure Only)
MYD11A1.A2024059.h27v08.061.2024066040819.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1040893,PASS (Structure Only)
MYD11A1.A2024061.h28v08.061.2024066080458.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",545430,PASS (Structure Only)
MYD11A1.A2024062.h28v08.061.2024066082045.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",236097,PASS (Structure Only)
MYD11A1.A2024062.h29v08.061.2024066081812.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",418177,PASS (Structure Only)
MYD11A1.A2024061.h29v08.061.2024066080459.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",308218,PASS (Structure Only)
MYD11A1.A2024060.h29v08.061.2024066045008.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",730010,PASS (Structure Only)
MYD11A1.A2024045.h29v08.061.2024046202603.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1768912,PASS (Structure Only)
MYD11A1.A2024061.h27v08.061.2024066080509.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",581190,PASS (Structure Only)
MYD11A1.A2024054.h27v08.061.2024061035108.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1160202,PASS (Structure Only)
MYD11A1.A2024060.h27v08.061.2024066044923.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",530902,PASS (Structure Only)
MYD11A1.A2024062.h27v08.061.2024066081810.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",293309,PASS (Structure Only)
MYD11A1.A2024059.h28v08.061.2024066040206.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1341561,PASS (Structure Only)
MYD11A1.A2024067.h27v08.061.2024069004741.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",334713,PASS (Structure Only)
MYD11A1.A2024066.h27v08.061.2024067212747.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",616904,PASS (Structure Only)
MYD11A1.A2024066.h29v08.061.2024067212837.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",442326,PASS (Structure Only)
MYD11A1.A2024056.h27v08.061.2024061080148.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",869859,PASS (Structure Only)
MYD11A1.A2024065.h28v08.061.2024066214700.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",412013,PASS (Structure Only)
MYD11A1.A2024068.h27v08.061.2024069192724.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",214911,PASS (Structure Only)
MYD11A1.A2024065.h27v08.061.2024066214502.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",242685,PASS (Structure Only)
MYD11A1.A2024052.h27v08.061.2024056004129.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1192926,PASS (Structure Only)
MYD11A1.A2024048.h29v08.061.2024051050810.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",2125780,PASS (Structure Only)
MYD11A1.A2024056.h29v08.061.2024061081422.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",717056,PASS (Structure Only)
MYD11A1.A2024067.h28v08.061.2024069005442.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",317507,PASS (Structure Only)
MYD11A1.A2024066.h28v08.061.2024067212539.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1013972,PASS (Structure Only)
MYD11A1.A2024067.h29v08.061.2024069005537.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1237000,PASS (Structure Only)
MYD11A1.A2024068.h29v08.061.2024069192659.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",484650,PASS (Structure Only)
MYD11A1.A2024064.h28v08.061.2024066114817.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",745166,PASS (Structure Only)
MYD11A1.A2024063.h29v08.061.2024066113214.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",602717,PASS (Structure Only)
MYD11A1.A2024065.h29v08.061.2024066214723.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1619398,PASS (Structure Only)
MYD11A1.A2024052.h29v08.061.2024056014218.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1602612,PASS (Structure Only)
MYD11A1.A2024064.h29v08.061.2024066115108.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",768212,PASS (Structure Only)
MYD11A1.A2024063.h27v08.061.2024066113407.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",384462,PASS (Structure Only)
MYD11A1.A2024064.h27v08.061.2024066114807.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",593153,PASS (Structure Only)
MYD11A1.A2024063.h28v08.061.2024066113200.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",501116,PASS (Structure Only)
MYD11A1.A2024068.h28v08.061.2024069192804.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",352290,PASS (Structure Only)
MYD11A1.A2024069.h29v08.061.2024070174418.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1232994,PASS (Structure Only)
MYD11A1.A2024074.h28v08.061.2024075185911.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",685149,PASS (Structure Only)
MYD11A1.A2024073.h27v08.061.2024074185039.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1114288,PASS (Structure Only)
MYD11A1.A2024075.h27v08.061.2024076185317.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",489560,PASS (Structure Only)
MYD11A1.A2024074.h27v08.061.2024075185824.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1078206,PASS (Structure Only)
MYD11A1.A2024073.h29v08.061.2024074185339.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",333449,PASS (Structure Only)
MYD11A1.A2024072.h29v08.061.2024074000857.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1028576,PASS (Structure Only)
MYD11A1.A2024072.h27v08.061.2024074000820.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",666243,PASS (Structure Only)
MYD11A1.A2024075.h28v08.061.2024076185159.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",936845,PASS (Structure Only)
MYD11A1.A2024076.h28v08.061.2024078065121.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1225353,PASS (Structure Only)
MYD11A1.A2024076.h29v08.061.2024078065225.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",705329,PASS (Structure Only)
MYD11A1.A2024071.h28v08.061.2024073054102.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",873846,PASS (Structure Only)
MYD11A1.A2024075.h29v08.061.2024076185428.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",353120,PASS (Structure Only)
MYD11A1.A2024071.h29v08.061.2024073054026.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",877554,PASS (Structure Only)
MYD11A1.A2024077.h28v08.061.2024078233624.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1100265,PASS (Structure Only)
MYD11A1.A2024074.h29v08.061.2024075190018.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",428561,PASS (Structure Only)
MYD11A1.A2024072.h28v08.061.2024074001019.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",432760,PASS (Structure Only)
MYD11A1.A2024070.h27v08.061.2024071212929.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",416354,PASS (Structure Only)
MYD11A1.A2024078.h29v08.061.2024079183057.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",703376,PASS (Structure Only)
MYD11A1.A2024076.h27v08.061.2024078065213.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1097809,PASS (Structure Only)
MYD11A1.A2024078.h28v08.061.2024079183154.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",2037531,PASS (Structure Only)
MYD11A1.A2024077.h29v08.061.2024078233659.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",945885,PASS (Structure Only)
MYD11A1.A2024079.h29v08.061.2024081205822.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1094338,PASS (Structure Only)
MYD11A1.A2024069.h28v08.061.2024070174409.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",409398,PASS (Structure Only)
MYD11A1.A2024079.h28v08.061.2024081205935.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",609093,PASS (Structure Only)
MYD11A1.A2024079.h30v08.061.2024081210027.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",569922,PASS (Structure Only)
MYD11A1.A2024079.h27v08.061.2024081205833.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",755101,PASS (Structure Only)
MYD11A1.A2024080.h27v08.061.2024082214542.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",784581,PASS (Structure Only)
MYD11A1.A2024078.h27v08.061.2024079183129.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1266722,PASS (Structure Only)
MYD11A1.A2024082.h27v08.061.2024085205650.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",600985,PASS (Structure Only)
MYD11A1.A2024081.h28v08.061.2024082220027.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1063667,PASS (Structure Only)
MYD11A1.A2024081.h30v08.061.2024082215803.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",804106,PASS (Structure Only)
MYD11A1.A2024082.h29v08.061.2024085212144.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1663835,PASS (Structure Only)
MYD11A1.A2024083.h27v08.061.2024093210528.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",760432,PASS (Structure Only)
MYD11A1.A2024083.h30v08.061.2024093210705.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",897079,PASS (Structure Only)
MYD11A1.A2024083.h29v08.061.2024093210638.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",642256,PASS (Structure Only)
MYD11A1.A2024082.h28v08.061.2024085205617.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1559699,PASS (Structure Only)
MYD11A1.A2024081.h27v08.061.2024082220007.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1330079,PASS (Structure Only)
MYD11A1.A2024080.h30v08.061.2024082214622.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",883330,PASS (Structure Only)
MYD11A1.A2024083.h28v08.061.2024093212545.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",883462,PASS (Structure Only)
MYD11A1.A2024081.h29v08.061.2024082220019.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1132274,PASS (Structure Only)
MYD11A1.A2024080.h28v08.061.2024082214536.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1148571,PASS (Structure Only)
MYD11A1.A2024070.h29v08.061.2024071220354.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",375093,PASS (Structure Only)
MYD11A1.A2024082.h30v08.061.2024085205742.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",819423,PASS (Structure Only)
MYD11A1.A2024070.h28v08.061.2024071220513.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",652579,PASS (Structure Only)
MYD11A1.A2024073.h28v08.061.2024074185334.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1469130,PASS (Structure Only)
MYD11A1.A2024069.h27v08.061.2024070174459.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",266612,PASS (Structure Only)
MYD11A1.A2024080.h29v08.061.2024082214814.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",444849,PASS (Structure Only)
MYD11A1.A2024071.h27v08.061.2024073054124.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",917536,PASS (Structure Only)
MYD11A1.A2024077.h27v08.061.2024078233731.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",569972,PASS (Structure Only)
MYD11A1.A2024084.h29v08.061.2024093213918.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",743236,PASS (Structure Only)
MYD11A1.A2024087.h27v08.061.2024094042019.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",271410,PASS (Structure Only)
MYD11A1.A2024087.h29v08.061.2024094041845.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",237132,PASS (Structure Only)
MYD11A1.A2024087.h28v08.061.2024094041949.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",258882,PASS (Structure Only)
MYD11A1.A2024087.h30v08.061.2024094041849.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",549095,PASS (Structure Only)
MYD11A1.A2024089.h29v08.061.2024094063048.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",2080594,PASS (Structure Only)
MYD11A1.A2024086.h29v08.061.2024094020611.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1751621,PASS (Structure Only)
MYD11A1.A2024085.h30v08.061.2024094014244.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",655434,PASS (Structure Only)
MYD11A1.A2024085.h29v08.061.2024094014432.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1261678,PASS (Structure Only)
MYD11A1.A2024090.h30v08.061.2024094070734.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1230400,PASS (Structure Only)
MYD11A1.A2024084.h30v08.061.2024093213804.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",375258,PASS (Structure Only)
MYD11A1.A2024086.h28v08.061.2024094015236.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",386554,PASS (Structure Only)
MYD11A1.A2024086.h30v08.061.2024094020237.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",460366,PASS (Structure Only)
MYD11A1.A2024085.h28v08.061.2024094014627.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1437561,PASS (Structure Only)
MYD11A1.A2024088.h28v08.061.2024094043918.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",245396,PASS (Structure Only)
MYD11A1.A2024089.h27v08.061.2024094063514.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",261752,PASS (Structure Only)
MYD11A1.A2024089.h28v08.061.2024094063513.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",454291,PASS (Structure Only)
MYD11A1.A2024090.h29v08.061.2024094071119.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",552902,PASS (Structure Only)
MYD11A1.A2024091.h27v08.061.2024094083122.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",417468,PASS (Structure Only)
MYD11A1.A2024091.h29v08.061.2024094083322.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",977577,PASS (Structure Only)
MYD11A1.A2024090.h28v08.061.2024094071106.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",578189,PASS (Structure Only)
MYD11A1.A2024089.h30v08.061.2024094063413.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",543899,PASS (Structure Only)
MYD11A1.A2024088.h27v08.061.2024094043624.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",513976,PASS (Structure Only)
MYD11A1.A2024088.h30v08.061.2024094043720.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",694650,PASS (Structure Only)
MYD11A1.A2024088.h29v08.061.2024094043551.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",904923,PASS (Structure Only)
MYD11A1.A2024091.h28v08.061.2024094083237.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",337288,PASS (Structure Only)
MYD11A1.A2024091.h30v08.061.2024094083300.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",598299,PASS (Structure Only)
MYD11A1.A2024092.h28v08.061.2024094090745.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1028642,PASS (Structure Only)
MYD11A1.A2024084.h27v08.061.2024093214140.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",271503,PASS (Structure Only)
MYD11A1.A2024095.h28v08.061.2024097033153.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1245027,PASS (Structure Only)
MYD11A1.A2024086.h27v08.061.2024094020910.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",544825,PASS (Structure Only)
MYD11A1.A2024085.h27v08.061.2024094014613.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",931257,PASS (Structure Only)
MYD11A1.A2024094.h30v08.061.2024095210027.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",655867,PASS (Structure Only)
MYD11A1.A2024096.h30v08.061.2024097182641.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",258453,PASS (Structure Only)
MYD11A1.A2024092.h29v08.061.2024094090953.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",576499,PASS (Structure Only)
MYD11A1.A2024093.h27v08.061.2024094210857.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",782958,PASS (Structure Only)
MYD11A1.A2024093.h29v08.061.2024094211517.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1589558,PASS (Structure Only)
MYD11A1.A2024095.h30v08.061.2024097034545.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",640428,PASS (Structure Only)
MYD11A1.A2024095.h27v08.061.2024097040246.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",1061438,PASS (Structure Only)
MYD11A1.A2024096.h28v08.061.2024097182736.hdf,VERIFIED_NO_HASH,"Valid Header, No Remote Checksum Available",767260,PASS (Structure Only)
